,name,rating,type,ailment_tokens,positive_effects,negative_effects,description,effects,flavors,strain_id
10,Albert Walker,4.32,hybrid,"['depression', 'insomnia', 'pain', 'stress', 'headache', 'muscle', 'spasm']","Relaxed, Hungry, Euphoric, Happy, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Albert Walker is an indica-dominant hybrid with unknown origins, but is thought to have descended from Afghan Skunk and bred in the Pacific Northwest. Evidence of its lineage is found in its sour lemon and skunky smell and heavy full-body effects that can last for several hours. Albert Walker’s euphoric and relaxing qualities make it a go-to strain for patients treating depression and anxiety, and may also have benefits for chronic pain and appetite loss. This clone-only strain may come as a challenge for some growers as the plants tend to require frequent attention and maintenance. However, the high yields following its 8-week flowering cycle could be considered a satisfactory reward.","Relaxed,Euphoric,Happy,Uplifted,Hungry","Earthy, Pine, Skunk",10
11,Alchemy,4.55,hybrid,"['insomnia', 'stress', 'fatigue', 'headache', 'eye', 'pressure']","Relaxed, Hungry, Uplifted, Tingly, Sleepy",Not Available,"Alchemy is a 50/50 hybrid cannabis strain that was conjured by combining Chemdawg and Querkle. This creation from TGA Genetics comes wreathed in purple fan leaves and lavender-tipped buds. With an aroma of sour grapes and earthy musk, Alchemy delivers a balance of relaxing body effects and engaged cerebral invigoration. Boasting high levels of THC, Alchemy is sure to restore both your mood and appetite.","Relaxed,Sleepy,Uplifted,Hungry,Tingly","Cheese, Chemical, Sweet",11
12,Alf,5.0,hybrid,"['depression', 'insomnia', 'stress', 'muscle', 'spasm']","Relaxed, Euphoric, Happy, Creative, Giggly",Dry Mouth,"The indica-dominant hybrid Alf was created by crossing Animal Pie (an Animal Cookies and Cherry Pie hybrid) and Black Raven (White Fire Alien OG x ’09 Cookies) from The Captain’s Connection. With dessert-like notes of cookies and sour cherry, Alf’s aroma is as enticing as its purple crystal-coated buds. Patients seeking relief from pain, spasms, nausea, and appetite may want to give this relaxing hybrid a try.","Relaxed,Creative,Euphoric,Giggly,Happy","Diesel, Pungent, Tropical",12
13,Alien Abduction,2.27,hybrid,"['depression', 'insomnia', 'lack', 'appetite', 'fatigue', 'headache']","Relaxed, Happy, Creative, Focused","Dry Mouth, Dry Eyes","Alien Abduction is an OG Kush hybrid bred by So-Cal medical collective Ocean Grown Genetics, who crossed an Alien OG male with the Ether cut of Alien Dawg. These seeds have been highly sought after by growers, as they are known to have great germination rates and multiple excellent phenotypes, all of which are robust and vigorous plants. Most phenotypes exhibit typical OG Kush smells and flavors, and pack a high-THC punch that combines a potent head buzz with a strongly sedating body high. For many patients, Alien Abduction is a great appetite stimulant and sleep aid.","Happy,Relaxed,Focused,Uplifted,Creative","Earthy, Nutty, Lemon",13
14,Alien Apparition,2.73,hybrid,"['depression', 'cramp', 'fatigue', 'headache', 'eye', 'pressure']","Hungry, Euphoric, Creative, Aroused",Dry Mouth,"Alien Apparition is a cleverly named cross from Franchise Genetics. This spectral anomaly is brought to the material sphere with the help of a Ghost/Natural Born Killer hybrid and Alien Technology. Known for its happy, relaxing qualities, Alien Apparition combines the OG Kush-like elements of Ghost OG and Alien Technology’s euphoric sedation to create a potent hybrid best suited to afternoon consumption. Enjoy this strain to enhance mood and subdue general aches and pains.","Hungry,Energetic,Euphoric,Aroused,Tingly","Berry, Blueberry, Citrus",14
15,Alien Asshat,4.55,hybrid,"['depression', 'pain', 'stress', 'nausea', 'fatigue']","Euphoric, Happy, Creative, Energetic, Giggly","Dizzy, Dry Mouth","Alien Asshat is a hybrid cannabis strain grown by Sky High Gardens in Washington. With a staggeringly high THC content, Alien Asshat launches you into the cosmos with a powerful euphoric blast. Its buds are a tangle of green calyxes and leaves wrapped in a constellation of shining crystal resin. If you’re new to cannabis, be sure to start small with this heavy-hitter.","Euphoric,Creative,Giggly,Relaxed,Happy","Citrus, Pungent, Lemon",15
16,Alien Bubba,5.0,indica,"['depression', 'insomnia', 'pain', 'stress', 'lack', 'appetite']","Relaxed, Euphoric, Sleepy, Focused, Giggly","Dizzy, Dry Mouth","Alien Bubba is the intergalactic cross of the renowned Bubba Kush and the heady space invader, Alien Kush. This two-fold Kush blend offers mellow sedation with a mental aura most would describe as introspective or meditative. Its bouquet is earthy and floral, and when combusted, Alien Bubba shows off a pungent tea and herbaceous grassiness that is smooth on the exhale. Enjoy this heady heavy-hitter close to the end of the day to maximize its sedative effects.","Relaxed,Sleepy,Euphoric,Happy,Uplifted","Earthy, Ammonia, Diesel",16
17,Alien Dawg,3.41,indica,"['insomnia', 'pain', 'stress', 'nausea', 'fatigue']","Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Descending from Northern California and Afghanistan genetics, Alien Dawg is a cross between Chemdawg and Alien Technology with a THC content of up to 20%. With a sour and pungent odor, Alien Dawg has a light, bitter taste and presents brilliant mind and body effects.","Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy, Pungent, Spicy/Herbal",17
18,Alien Dutchess,3.18,sativa,"['depression', 'insomnia', 'pain', 'stress', 'lack', 'appetite']","Relaxed, Euphoric, Happy, Uplifted, Focused",Not Available,"Alien Dutchess by Cresco Labs brings together strong euphoria and deep relaxation to create a strain that is as potent as it is refined. Created by crossing Dutch Treat Haze and Alien OG, this strain exhibits a spicy, herbaceous aroma with hints of pine and lemon. The earthy and citrus notes shine through upon consumption. Alien Dutchess has been known to stimulate appetite and help abate nausea, headaches, and stress.","Euphoric,Relaxed,Uplifted,Focused,Happy","Berry, Lemon, Sweet",18
19,Alien Hallucination,2.95,hybrid,"['depression', 'pain', 'stress', 'headache', 'fatigue', 'muscle', 'spasm']","Relaxed, Euphoric, Happy, Uplifted",Not Available,"Alien Hallucination is a hybrid cannabis strain that is believed to be a cross between the sedating Tahoe Alien and LSD, a classic Amsterdam hybrid known for its trippy head buzz. Bred by Alien Genetics, this strain will abduct the mind while your body remains anchored in deep physical relaxation.","Happy,Relaxed,Giggly,Aroused,Hungry","Chemical, Diesel, Earthy",19
20,Alien Inferno,4.55,hybrid,"['depression', 'pain', 'stress', 'lack', 'appetite', 'fatigue']","Euphoric, Happy, Creative, Energetic, Talkative",Not Available,"Using a White Fire #6 and Alien OG hybrid and crossing it again with Diablo, LivWell created Alien Inferno. Rock solid buds slathered in trichomes and red pistils, Alien Inferno is a heavy-handed OG hybrid that can help relieve pain, boost creativity, and help you unwind. With the taste of earth, pine, and lemon, this potent indica-dominant hybrid will take care of even the most experienced connoisseur.","Happy,Talkative,Euphoric,Uplifted,Energetic","Pine, Diesel, Earthy",20
21,Alien Kush,3.18,indica,"['depression', 'insomnia', 'pain', 'stress', 'headache', 'headache']","Relaxed, Euphoric, Uplifted, Sleepy, Giggly","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Alien Kush is a potent cross of LVPK and Alien Dawg that originally hails from California, not deep space. It may have you feeling a little spacey, though, as this mostly indica hybrid touches down in the brain first, giving active, sometimes-psychedelic effects that are more traditionally sativa. The active buzz settles over time into a relaxing body buzz that will dissolve both stress and pain. Alien Kush plants have average yields, but they are hardy, easy-to-grow plants, indoors or out. The light green buds have a covering of red or orange hairs and should be airy. This strain has a piney smell, but the taste is a subtle spiciness that is reminiscent of tea.","Relaxed,Euphoric,Happy,Tingly,Uplifted","Woody, Flowery, Earthy",21
22,Alien Reunion,4.77,hybrid,"['pain', 'lack', 'appetite', 'headache', 'inflammation', 'muscle', 'spasm']","Relaxed, Euphoric, Happy, Creative, Uplifted",Not Available,"Alien Reunion is an indica-dominant cross of Alien OG and Alien Dawg bred by Cannobi Genetics. Its dense colas emit a pungent mix of flavors that include sweet fruity tones of cherry and lemon combined with a skunky, diesel note. The relaxing effects of Alien Reunion calm the body while stimulating the mind with an energetic and creative rush that helps you stay productive without feeling sluggish.","Euphoric,Uplifted,Happy,Relaxed,Talkative","Skunk, Diesel, Pungent",22
23,Alien Rift,4.09,indica,"['depression', 'insomnia', 'pain', 'stress', 'headache']","Relaxed, Hungry, Euphoric, Happy, Creative",Dry Mouth,"Alien Rift by Ocean Grown Seeds is the thoroughly enhanced phenotype of Alien Abduction specifically backcrossed for better hash production. With a tart scent of lemon and spice and buds dense with trichomes, Alien Rift is certain to please the senses. This strain is the product of crossing Alien Abduction, Alien Dawg ('Ether' cut), and Alien OG. With that much extraterrestrial activity, you know this indica is out of this world! Use Alien Rift’s laidback effects to curb stress and moderate physical pain.","Relaxed,Happy,Euphoric,Uplifted,Hungry","Earthy, Chemical, Citrus",23
24,Alien Rock Candy,4.32,hybrid,"['depression', 'insomnia', 'pain', 'stress', 'lack', 'appetite']","Relaxed, Euphoric, Happy, Uplifted, Sleepy","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Alien Rock Candy by Alien Genetics is an indica-dominant hybrid with an aroma as sweet as the name suggests. This Sour Dubble and Tahoe Alien cross captures a fruity, citrus aroma that carries through until the exhale. Full relaxation of the mind and body make this strain ideal for the end of an active or stressful day, with a heaviness that segueways nicely into sleep. The effects may take a few minutes to peak, but Alien Rock Candy packs a powerful euphoric punch once it sets in. A good choice for both novice and expert growers alike, Alien Rock Candy finishes around 8 weeks into its flowering cycle.","Relaxed,Happy,Euphoric,Sleepy,Tingly","Sweet, Earthy, Citrus",24
25,Alien Sour Apple,4.09,hybrid,"['depression', 'stress', 'lack', 'appetite', 'muscle', 'spasm']","Relaxed, Euphoric, Happy, Creative, Uplifted",Not Available,"Alien Sour Apple is a sativa-dominant hybrid that mixes the genetics of Alien Dawg with Sour Apple. Bred by Franchise Genetics, Alien Sour Apple tastes sweet and sour, like a Granny Smith apple. Its heady sativa effects provide a lift of energy and incite an optimistic sense of euphoria.","Euphoric,Relaxed,Uplifted,Creative,Happy","Apple, Orange, Ammonia",25
26,Alien Stardawg,3.64,sativa,"['depression', 'stress', 'lack', 'appetite']","Euphoric, Happy, Creative, Uplifted",Dry Mouth,"Alien Stardawg is a sativa-dominant hybrid cross of Alien Kush and Stardawg bred by Green Beanz Seeds. Stretchy plants produce large yields of frosty green, red, blue, and purple colored buds with pleasing cherry hash and chem-fuel flavors and a potent well-rounded high.","Uplifted,Happy,Euphoric,Creative,Tingly","Earthy, Pungent, Rose",26
27,Alien Technology,3.86,indica,"['depression', 'pain', 'stress', 'headache']","Relaxed, Happy, Uplifted, Giggly",Dry Mouth,"Very little is known about Alien Technology other than it is a landrace strain selected from a handful of seeds acquired by breeder OBSoul33t from a US soldier returning from Afghanistan. It is a pure indica that features light green buds, incredible trichome production, and a spicy, hashy flavor/aroma with fuel undertones. Reports indicate that the high is more stimulating than your typical indica, while lasting as long as 6 hours. Alien Technology has been used in breeding some of today’s most potent hybrids such as Alien Dawg and Alien Kush.","Happy,Relaxed,Uplifted,Euphoric,Focused","Spicy/Herbal, Chemical, Woody",27
28,Aliens On Moonshine,3.86,indica,"['depression', 'stress', 'headache', 'inflammation']","Relaxed, Happy, Tingly, Focused",Not Available,"Aliens On Moonshine by Sin City Seeds is a potent CBD-rich phenotype of The Cali Connection’s Sour Alien crossed with White Moonshine. This indica-dominant strain emits a funky aroma that is a clashing of sour, sweet, and chemicals. The 5:1 CBD/THC ratio gives Aliens On Moonshine potent medicinal properties while remaining mostly functional. Its effects land firmly in the body and can assist with inflammation, irritability, and minor physical discomfort. The uplifting, clearheaded buzz and soothing physical effects make Aliens On Moonshine an excellent add-in or standalone strain for CBD lovers everywhere.","Relaxed,Happy,Talkative,Uplifted,Giggly","Berry, Butter, Citrus",28
29,Allen Wrench,3.41,sativa,"['depression', 'pain', 'stress', 'lack', 'appetite', 'nausea']","Euphoric, Happy, Creative, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","A popular strain for sativa-lovers, Allen Wrench presents the best qualities of its parents, Trainwreck and NYC Diesel with crisp flavors of sour fruit. Its aroma has been characterized as sour and flowery, leaving a lingering scent of fruit. Allen Wrench is known to provide users with a long-lasting cerebral high and fill an entire room with its strong essence. The buds have a dark-green color and dark foliage with orange pistils growing out. Allen Wrench also has a 10-11 week flowering time and medium to medium-high THC content.","Happy,Uplifted,Focused,Energetic,Hungry","Berry, Tropical, Mango",29
30,Allkush,5.0,indica,"['pain', 'stress', 'eye', 'pressure']","Relaxed, Happy, Sleepy",Dry Eyes,"Allkush, 2nd prize winner at the 2005 Highlife Cannabis Cup, is a hashy Kush blend bred by Paradise Seeds of Amsterdam. This resinous flower hails from the “Hippie Trail” that winds through Pakistan and Afghanistan, creating a 75/25 indica-dominant strain that soothes without binding the consumer to the couch. With traditional uplifting cerebral elements and a pleasant sedation on the body, Allkush shines on patients seeking relief from sleep disorders, anxiety, and depression.","Relaxed,Sleepy,Uplifted,Happy","Honey, Spicy/Herbal, Earthy",30
31,Aloha,3.18,sativa,"['depression', 'pain', 'stress', 'fatigue', 'headache']","Relaxed, Happy, Creative, Energetic, Uplifted","Dizzy, Dry Mouth, Dry Eyes","Aloha is a sativa strain that leaves users with an upbeat, energetic buzz and may also be helpful in treating pain such as migraines. Aloha’s flowers will be large and fluffy, with plenty of room for white wispy hairs and sparkling crystals. The aroma of this strain is that of grass and citrus for a fresh experience that may have you thinking of your next island getaway. Its sativa effects can be a little much for some users, so those who are looking for less mental stimulation should be warned.","Energetic,Uplifted,Happy,Creative,Focused","Tropical, Sweet, Citrus",31
32,Aloha Limone,4.55,hybrid,"['depression', 'pain', 'stress']","Relaxed, Happy, Creative, Energetic, Uplifted","Dry Mouth, Dry Eyes","The smell of Aloha Limone has been described as, “a fruit tree rotting in the Kona sun.” Citrus notes are native to this Hawaiian Sunrise and Nina Limone cross, but the plant also expresses latent floral and pungent elements from recessive Kush genetics. Plan on cheeky euphoria and a physical lightness that encourages outdoor activity. Aloha Limone is a proprietary genetic cross of Colorado Seed Inc.","Euphoric,Creative,Energetic,Talkative,Uplifted","Citrus, Earthy, Pungent",32
33,Alohaberry,3.18,hybrid,"['depression', 'pain', 'stress', 'nausea', 'fatigue']","Relaxed, Euphoric, Happy, Energetic, Giggly","Dry Mouth, Paranoid, Dry Eyes","Originating from the tropical islands of Hawaii, Alohaberry releases a pleasant aroma and taste of tropical berries. It is known for its unique sweet taste and because it is an equal hybrid, the effects are both mind and body. Flowering time for this plant is approximately 8-9 weeks.","Energetic,Uplifted,Aroused,Tingly,Relaxed","Berry, Sweet, Citrus",33
34,Alpha Blue,3.86,sativa,"['depression', 'insomnia', 'stress', 'lack', 'appetite', 'fatigue']","Relaxed, Happy, Energetic, Uplifted, Focused","Dizzy, Dry Mouth, Dry Eyes, Anxious","Alpha Blue, also known as Dream Diesel (or DD), is a high-flying sativa that combines Blue Dream and NYC Diesel. In 2011 this compelling blend claimed two 2nd place prizes for a sativa at the High Times’ Medical Cup in Denver and San Francisco. Its buds are glazed with sugary trichomes and take on hues of deep red and violet. The aroma is a combination of tart blueberry and sour candy that create a pungent mixture of earthy berry and Haze upon exhale. The sweet fragrance of Alpha Blue brings with it uplifting effects that produce a calming, relaxed mood without putting you to sleep. The cerebral and happy buzz is a great tool when coping with stress and anxiety.","Energetic,Happy,Euphoric,Relaxed,Talkative","Blueberry, Sweet, Berry",34
35,Alpha Express,4.32,sativa,"['depression', 'cramp', 'fatigue', 'headache', 'inflammation']","Happy, Creative, Energetic, Uplifted, Focused",Dry Mouth,"Alpha Express is an introspective sativa strain that descends from Alpha Blue and Ghost Train Haze. With a complex flavor that spans sour juniper and musky cedar notes, Alpha Express delivers spacey cerebral effects perfect for meditative or creative activities. Its buds bloom with trichome-covered calyxes that carry a red tint as the flowers mature.","Energetic,Focused,Talkative,Happy,Relaxed","Spicy/Herbal, Nutty, Tea",35
36,Alpine Blue,5.0,hybrid,"['depression', 'pain', 'stress', 'inflammation', 'muscle', 'spasm']","Euphoric, Creative, Energetic, Uplifted, Aroused",Not Available,"Alpine Blue is a 60/40 sativa-dominant hybrid that combines Blue Mystic and Power Plant, who pass on uplifting euphoric effects alongside a complex aroma of blueberry and woody pine. While some phenotypes tend toward the indica side of the spectrum, even its common sativa expression induces calming full-body effects. Patients typically look to Alpine Blue for daytime relief of anxiety and mood disorders, gastrointestinal pain, and inflammation.","Uplifted,Creative,Energetic,Aroused,Euphoric","Berry, Blueberry, Pine",36
37,Alpine Star,3.18,indica,"['depression', 'insomnia', 'pain', 'stress', 'fatigue']","Relaxed, Euphoric, Happy, Creative, Uplifted",Dry Mouth,"Alpine Star, often labeled as Alpine OG, is an earthy, citrus mix of Tahoe OG and Sensi Star genetics. Zesty lemon flavors lead Alpine Star’s wave of relaxing indica effects. The pain relieving properties of Alpine Star radiate from the head and neck, calming anxieties and muscle tension as the effects descend to the lower extremities.","Relaxed,Uplifted,Happy,Euphoric,Tingly","Pine, Earthy, Lemon",37
